Year,Date,,Version,Release,Changes,By,,Type,General,General Category,,
2010,25/02/2010,2.5,2.5,MINOR,ClassUtils - toClass() throws NullPointerException on null array element. Fixes LANG-587.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,DateUtils - Fix parseDate() cannot parse ISO8601 dates produced by FastDateFormat. Fixes LANG-530.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,DateUtils - round() doesn't work correct for Calendar.AM_PM. Fixes LANG-440.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,DateUtils - improve tests. Fixes LANG-443.,,,,Improve tests,Quality assurance,,
2010,25/02/2010,2.5,2.5,MINOR,Entities - multithreaded initialization. Fixes LANG-204.,,,Change access modifier to final,Fix thread-safe issue,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,Entities - missing final modifiers; thread-safety issues. Fixes LANG-506.,,,Change access modifier,Fix thread-safe issue,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,EnumUtils - getEnum() doesn't work well in 1.5+. Fixes LANG-76.,,,Adapt to newer Java version,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,ExceptionUtils - use immutable lock target. Fixes LANG-584.,,,,Fix thread-safe issue,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,ExtendedMessageFormat - OutOfMemory with a pattern containing single quotes. Fixes LANG-477.,,exception,OutOfMemoryError,Handle exception,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,FastDateFormat - call getTime() on a calendar to ensure timezone is in the right state. Fixes LANG-538.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,FastDateFormat - Remove unused field. Fixes LANG-547.,,,Remove unnecessary variable,Code simplification,Maintainability improvement,,
2010,25/02/2010,2.5,2.5,MINOR,LocaleUtils - Initialization of available locales in LocaleUtils can be deferred. Fixes LANG-511.,,,,Code refinement,Performance improvement,,
2010,25/02/2010,2.5,2.5,MINOR,"NumberUtils - createNumber() thows a StringIndexOutOfBoundsException when only an ""l"" is passed in. Fixes LANG-457.",,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,NumberUtils - isNumber(String) and createNumber(String) both modified to support '2.'. Fixes LANG-521.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,StringUtils - improve handling of case-insensitive Strings. Fixes LANG-432.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,StringUtils - replaceEach() no longer NPEs when null appears in the last String[]. Fixes LANG-552.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,StringUtils - correct Javadoc for startsWith() and startsWithIgnoreCase(). Fixes LANG-460.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2010,25/02/2010,2.5,2.5,MINOR,StringEscapeUtils - escapeJava() escapes '/' characters. Fixes LANG-421.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,StringEscapeUtils - change escapeJavaStyleString() to throw UnhandledException instead swallowing IOException and returning null. Fixes LANG-450.,,exception,,Fix throwing wrong exception,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,WordUtils - fix StringIndexOutOfBoundsException when lower is greater than the String length. Fixes LANG-419.,,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,StrBuilder - Performance improvement by doubling the size of the String in ensureCapacity. Fixes LANG-523.,,,,Code refinement,Performance improvement,,
2010,25/02/2010,2.5,2.5,MINOR,"Compare, Equals and HashCode builders - use ArrayUtils to avoid creating a temporary List. Fixes LANG-575.",,,,Avoid generating unnecessary data objects,Memory improvement,,
2010,25/02/2010,2.5,2.5,MINOR,EqualsBuilder - removing the special handling of BigDecimal (LANG-393) to use compareTo instead of equals because it creates an inequality with HashCodeBuilder. Fixes LANG-467.,,,,Fix thread-safe issue,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,HashCodeBuilder - Performance improvement: check for isArray to short-circuit the 9 instanceof checks. Fixes LANG-574.,,,,Code refinement,Performance improvement,,
2010,25/02/2010,2.5,2.5,MINOR,HashCodeBuilder - Changing the hashCode() method to return toHashCode(). Fixes LANG-520.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,HashCodeBuilder - reflectionHashCode() can generate incorrect hashcodes. Fixes LANG-459.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,HashCodeBuilder and ToStringStyle - use of ThreadLocal causes memory leaks in container environments. Fixes LANG-586.,,,,Fix memory leak,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,ToStringBuilder - make default style thread-safe. Fixes LANG-487.,,,,Fix thread-safe issue,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,RandomUtils - nextLong() always produces even numbers. Fixes LANG-472.,,,,Fix wrong implementation,Bug fix,,
2010,25/02/2010,2.5,2.5,MINOR,RandomUtils - RandomUtils tests are failing frequently. Fixes LANG-592.,,Test,,Fix failing tests,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,,,,,,,,
2008,18/03/2008,2.4,2.4,MINOR,ClassUtils.getShortClassName(String) inefficient. Fixes LANG-322.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2008,18/03/2008,2.4,2.4,MINOR,"Shouldn't Commons Lang's StringUtils have a ""common"" string method?. Fixes LANG-269.",,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,FastDateFormat getDateInstance() and getDateTimeInstance() assume Locale.getDefault() won't change. Fixes LANG-368.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,OSGi-ify Lang. Fixes LANG-402.,,pom.xml,OSGi-ify Lang,Add functionality,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,StrBuilder appendFixedWidth does not handle nulls. Fixes LANG-412.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,infinite loop in Fraction.reduce when numerator == 0. Fixes LANG-380.,,,,Fix infinite loop,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,FastDateFormat thread safety. Fixes LANG-367.,,,,Fix thread-safe issue,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,ClassUtils.getShortClassName and ClassUtils.getPackageName and class of array. Fixes LANG-298.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,LocaleUtils.toLocale() rejects strings with only language+variant. Fixes LANG-328.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,Enum is not thread-safe. Fixes LANG-334.,,,,Fix thread-safe issue,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,BooleanUtils.toBoolean() - invalid drop-thru in case statement causes StringIndexOutOfBoundsException. Fixes LANG-365.,,exception,StringIndexOutOfBoundsException,Handle exception,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,ArrayUtils.toClass. Fixes LANG-333.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Why does appendIdentityToString return null?. Fixes LANG-360.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,NumberUtils.min(floatArray) returns wrong value if floatArray[0] happens to be Float.NaN. Fixes LANG-381.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,Dates.round() behaves incorrectly for minutes and seconds. Fixes LANG-346.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,StringUtils.length(String) returns null-safe length. Fixes LANG-407.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,adding a StringUtils.replace method that takes an array or List of replacement strings. Fixes LANG-180.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Adding functionality to DateUtils to allow direct setting of various fields. Fixes LANG-383.,,,Add setters,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Add escaping for CSV columns to StringEscapeUtils. Fixes LANG-374.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,StringUtils: startsWith / endsWith / startsWithIgnoreCase / endsWithIgnoreCase / removeStartIgnoreCase / removeEndIgnoreCase methods. Fixes LANG-326.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Extension to ClassUtils: Obtain the primitive class from a wrapper. Fixes LANG-351.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Javadoc bugs - cannot find object. Fixes LANG-399.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2008,18/03/2008,2.4,2.4,MINOR,Optimize HashCodeBuilder.append(Object). Fixes LANG-345.,,,,Code refinement,Performance improvement,,
2008,18/03/2008,2.4,2.4,MINOR,"https://commons.apache.org/lang/developerguide.html ""Building"" section is incorrect and incomplete. Fixes LANG-385.",,developerguide.xml,,Fix documentation,Documentation,,
2008,18/03/2008,2.4,2.4,MINOR,Ambiguous / confusing names in StringUtils replace* methods. Fixes LANG-410.,,,Change names,Code refactoring,Maintainability improvement,,
2008,18/03/2008,2.4,2.4,MINOR,Add new splitByWholeSeparatorPreserveAllTokens() methods to StringUtils. Fixes LANG-257.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Add getStartTime to StopWatch. Fixes LANG-356.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Perhaps add containsAny() methods?. Fixes LANG-377.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Javadoc Example for EqualsBuilder is questionable. Fixes LANG-353.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2008,18/03/2008,2.4,2.4,MINOR,EqualsBuilder don't compare BigDecimals correctly. Fixes LANG-393.,,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,Split camel case strings. Fixes LANG-192.,,,,Add functionality,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Add Calendar flavour format methods to DateFormatUtils. Fixes LANG-404.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Calculating A date fragment in any time-unit. Fixes LANG-379.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Memory usage improvement for StringUtils#getLevenshteinDistance(). Fixes LANG-413.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2008,18/03/2008,2.4,2.4,MINOR,Add ExtendedMessageFormat to org.apache.commons.lang.text. Fixes LANG-362.,,,,Add functionality,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,"StringEscapeUtils.escapeJavaScript() method did not escape '/' into '\/', it will make IE render page uncorrectly. Fixes LANG-363.",,,,Fix wrong implementation,Bug fix,,
2008,18/03/2008,2.4,2.4,MINOR,Add toArray() method to IntRange and LongRange classes. Fixes LANG-321.,,,,Add method,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,add SystemUtils.IS_OS_WINDOWS_VISTA field. Fixes LANG-375.,,,Add constant for OS,Add constants/variables,Add support for a new feature,,
2008,18/03/2008,2.4,2.4,MINOR,Pointless synchronized in ThreadLocal.initialValue should be removed. Fixes LANG-329.,,,Remove unnecessary synchronization ,Code refinement,Performance improvement,,
2008,18/03/2008,2.4,2.4,MINOR,ToStringStyle Javadoc should show examples of styles. Fixes LANG-371.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2008,18/03/2008,2.4,2.4,MINOR,Documentation bug for ignoreEmptyTokens accessors in StrTokenizer. Fixes LANG-364.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2008,18/03/2008,2.4,2.4,MINOR,BooleanUtils toBooleanObject Javadoc does not match implementation. Fixes LANG-361.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2008,18/03/2008,2.4,2.4,MINOR,truncateNicely method which avoids truncating in the middle of a word. Fixes LANG-338.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,,,,,,,,
2007,13/02/2007,2.3,2.3,MINOR,Use of enum prevents a classloader from being garbage collected resuling in out of memory exceptions. Fixes LANG-262.,,exception,OutOfMemoryError,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,NumberUtils.max(byte[]) and NumberUtils.min(byte[]) are missing. Fixes LANG-289.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,Null-safe comparison methods for finding most recent / least recent dates. Fixes LANG-291.,,,Null-safe,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,"StopWatch: suspend() acts as split(), if followed by stop(). Fixes LANG-315.",,,,Fix wrong implementation,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,StrBuilder.replaceAll and StrBuilder.deleteAll can throw ArrayIndexOutOfBoundsException. Fixes LANG-294.,,exception,ArrayIndexOutOfBoundsException,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,Bug in method appendFixedWidthPadRight of class StrBuilder causes an ArrayIndexOutOfBoundsException. Fixes LANG-299.,,exception,ArrayIndexOutOfBoundsException,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,ToStringBuilder throws StackOverflowError when an Object cycle exists. Fixes LANG-69.,,exception,StackOverflowError,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,Create more tests to test out the +=31 replacement code in DurationFormatUtils. Fixes LANG-282.,,Test,,Increase test coverage,Quality assurance,,
2007,13/02/2007,2.3,2.3,MINOR,StrBuilder contains usages of thisBuf.length when they should use size. Fixes LANG-295.,,,,Fix wrong implementation,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,"Enum Javadoc: 1) outline 5.0 native Enum migration 2) warn not to use the switch() , 3) point out approaches for persistence and gui. Fixes LANG-258.",,,Adapt to newer Java version,Add functionality,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,Wrong behavior of Entities.unescape. Fixes LANG-313.,,,,Fix wrong implementation,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,NumberUtils.createNumber throws NumberFormatException for one digit long. Fixes LANG-300.,,exception,NumberFormatException,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,NullPointerException in isAvailableLocale(Locale). Fixes LANG-304.,,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,FastDateFormat.mRules is not transient or serializable. Fixes LANG-303.,,,Add support for deserialization,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,StringUtils.join should allow you to pass a range for it (so it only joins a part of the array). Fixes LANG-268.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,Refactor Entities methods. Fixes LANG-102.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,Tests fail to pass when building with Maven 2. Fixes LANG-314.,,Test,,Fix failing tests,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,DurationFormatUtils returns wrong result. Fixes LANG-281.,,,,Fix wrong implementation,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,"unescapeXml(""&12345678;"") should be ""&12345678;"". Fixes LANG-292.",,,,Fix wrong implementation,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,Optimize StringEscapeUtils.unescapeXml(String). Fixes LANG-287.,,,,Code refinement,Performance improvement,,
2007,13/02/2007,2.3,2.3,MINOR,BooleanUtils isNotTrue/isNotFalse. Fixes LANG-310.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,Extra StrBuilder methods. Fixes LANG-306.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,Add a pair of StringUtils.substringsBetween;String[] methods. Fixes LANG-275.,,,,Add method,Add support for a new feature,,
2007,13/02/2007,2.3,2.3,MINOR,HashCodeBuilder throws java.lang.StackOverflowError when an object contains a cycle. Fixes LANG-279.,,exception,StackOverflowError,Handle exception,Bug fix,,
2007,13/02/2007,2.3,2.3,MINOR,"Wish for StringUtils.join(Collection, *). Fixes LANG-266.",,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,,,,,,,,
2006,04/10/2006,2.2,2.2,MINOR,StrBuilderTest#testReplaceStringString fails. Fixes LANG-45.,,Test,,Fix failing tests,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,"EqualsBuilder.append(Object[], Object[]) crashes with a NullPointerException if an element of the first array is null. Fixes LANG-42.",,exception:NPE,NullPointerException,Handle exception,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Serialization - not backwards compatible. Fixes LANG-286.,,,Fix incompatible change,Fix regression,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Replace Clover with Cobertura. Fixes LANG-50.,,,,Clover,Remove support for external development tool,,
2006,04/10/2006,2.2,2.2,MINOR,-,,,,Cobertura,Support for external development tool,,
2006,04/10/2006,2.2,2.2,MINOR,ValuedEnum.compareTo(Object other) not typesafe - it easily could be... Fixes LANG-259.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,LocaleUtils test fails under Mustang. Fixes LANG-271.,,Test,,Fix failing tests,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Javadoc example for StringUtils.splitByWholeSeparator incorrect. Fixes LANG-2.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,PADDING array in StringUtils overflows on '\uffff'. Fixes LANG-3.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,ClassUtils.primitiveToWrapper and Void. Fixes LANG-10.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,unit test for org.apache.commons.lang.text.StrBuilder. Fixes LANG-37.,,Test,,Increase test coverage,Quality assurance,,
2006,04/10/2006,2.2,2.2,MINOR,DateUtils.truncate method is buggy when dealing with DST switching hours. Fixes LANG-59.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,RandomStringUtils.random() family of methods create invalid Unicode sequences. Fixes LANG-100.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,StringUtils#getLevenshteinDistance() performance is sub-optimal. Fixes LANG-106.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Wrong length check in StrTokenizer.StringMatcher. Fixes LANG-112.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,ExceptionUtils goes into infinite loop in getThrowables is throwable.getCause() == throwable. Fixes LANG-105.,,,,Fix infinite loop,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,"FastDateFormat: wrong format for date ""01.01.1000"". Fixes LANG-117.",,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Unclear Javadoc for DateUtils.iterator(). Fixes LANG-123.,,JavaDoc,Clarify JavaDoc,Clarify documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,"Memory ""leak"" in StringUtils. Fixes LANG-130.",,,,Fix memory leak,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,StringEscapeUtils should expose escape*() methods taking Writer argument. Fixes LANG-260.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Fraction.toProperString() returns -1/1 for -1. Fixes LANG-141.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,"DurationFormatUtils.formatDurationWords ""11 <unit>s"" gets converted to ""11 <unit>"". Fixes LANG-152.",,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Performance modifications on StringUtils.replace. Fixes LANG-148.,,,,Avoid generating unnecessary data objects,Memory improvement,,
2006,04/10/2006,2.2,2.2,MINOR,StringEscapeUtils.unescapeHtml skips first entity after standalone ampersand. Fixes LANG-150.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,DurationFormatUtils.formatPeriod() returns the wrong result. Fixes LANG-140.,,,,Fix wrong implementation,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,Request for MutableBoolean implementation. Fixes LANG-186.,,,,Add functionality,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,New method for EqualsBuilder. Fixes LANG-198.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,New ExceptionUtils method setCause(). Fixes LANG-212.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Add Mutable<Type> to<Type>() methods. Fixes LANG-217.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Provides a Class.getPublicMethod which returns public invocable Method. Fixes LANG-216.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Using ReflectionToStringBuilder and excluding secure fields. Fixes LANG-226.,,,set/getExcludeFields() feature,Add functionality,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,add generic add method to DateUtils. Fixes LANG-194.,,,Add support for generics,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,"Tokenizer Enhancements: reset input string, static CSV/TSV factories. Fixes LANG-220.",,,,Add functionality,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Trivial cleanup of Javadoc in various files. Fixes LANG-242.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,CompositeFormat. Fixes LANG-246.,,,,Add functionality,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Performance boost for RandomStringUtils. Fixes LANG-250.,,,,Code refinement,Performance improvement,,
2006,04/10/2006,2.2,2.2,MINOR,Enhanced Class.forName version. Fixes LANG-254.,,,,Add functionality,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Add StringUtils.containsIgnoreCase(...). Fixes LANG-263.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Support char array converters on ArrayUtils. Fixes LANG-267.,,,Support char array converters,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,DurationFormatUtils.formatDurationISO() Javadoc is missing T in duration string between date and time part. Fixes LANG-25.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,Minor build and checkstyle changes. Fixes LANG-272.,,,,Stylistic improvement,Maintainability improvement,,
2006,04/10/2006,2.2,2.2,MINOR,"Javadoc errors on StringUtils.splitPreserveAllTokens(String, char). Fixes LANG-277.",,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,EscapeUtil.escapeHtml() should clarify that it does not escape ' chars to &apos;. Fixes LANG-122.,,JavaDoc,Clarify JavaDoc,Clarify documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,Add methods and tests to StrBuilder. Fixes LANG-161.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,-,,Test,,Increase test coverage,Quality assurance,,
2006,04/10/2006,2.2,2.2,MINOR,replace() length calculation improvement. Fixes LANG-162.,,,Reduce calculations,Code refinement,Performance improvement,,
2006,04/10/2006,2.2,2.2,MINOR,New interpolation features. Fixes LANG-166.,,,,Add functionality,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Implementation of escape/unescapeHtml methods with Writer. Fixes LANG-169.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,CompareToBuilder excludeFields for reflection method. Fixes LANG-176.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Add WordUtils.getInitials(String). Fixes LANG-159.,,,,Add method,Add support for a new feature,,
2006,04/10/2006,2.2,2.2,MINOR,Error in an example in the Javadoc of the StringUtils.splitPreserveAllTokens() method. Fixes LANG-261.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,ToStringBuilder/HashCodeBuilder Javadoc code examples. Fixes LANG-264.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,Cannot build tests from latest SVN. Fixes LANG-265.,,,,Fix failing build,Bug fix,,
2006,04/10/2006,2.2,2.2,MINOR,minor Javadoc improvements for StringUtils.stripXxx() methods. Fixes LANG-270.,,JavaDoc,Improve JavaDoc,Improve documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,Javadoc for StringUtils.removeEnd is incorrect. Fixes LANG-278.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2006,04/10/2006,2.2,2.2,MINOR,Minor tweak to fix of bug # 26616. Fixes LANG-127.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,,,,,,,,
2005,13/06/2005,2.1,2.1,MINOR,make optional parameters in FastDateFormat really optional. Fixes LANG-103.,,,Make optional parameters really optional,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Nestable.indexOfThrowable(Class) uses Class.equals() to match. Fixes LANG-149.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,"buffer under/overrun on Strings.strip, stripStart & stripEnd. Fixes LANG-30.",,,,Fix buffer overflow,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ToStringStyle.setArrayEnd(String) doesn't replace null with empty string. Fixes LANG-19.,,,,Fix conformance to specification,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,New class proposal: CharacterEncoding. Fixes LANG-80.,,,,Add functionality,Add support for a new feature,,
2005,13/06/2005,2.1,2.1,MINOR,SystemUtils fails init on HP-UX. Fixes LANG-43.,,exception,NumberFormatException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Javadoc - 'four basic XML entities' should be 5 (apos is missing). Fixes LANG-134.,,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2005,13/06/2005,2.1,2.1,MINOR,o.a.c.lang.enum.ValuedEnum: 'enum'is a keyword in JDK1.5.0. Fixes LANG-156.,,Adapt to newer Java version,JDK1.5.0 does not allow the enum keyword inside the import statement,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,StringEscapeUtils.unescapeHtml() doesn't handle an empty entity. Fixes LANG-131.,,,ArrayIndexOutOfBoundsException,Handle exception,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,"EqualsBuilder.append(Object[], Object[]) incorrectly checks that rhs[i] is instance of lhs[i]'s class. Fixes LANG-6.",,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Method enums.Enum.equals(Object o) doesn't work correctly. Fixes LANG-33.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,ExceptionUtils.addCauseMethodName(String) does not check for duplicates. Fixes LANG-31.,,,Check for duplicates,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,Make StopWatch validate state transitions. Fixes LANG-136.,,,,Fix wrong implementation,Bug fix,,
2005,13/06/2005,2.1,2.1,MINOR,enum package is not compatible with 1.5 jdk. Fixes LANG-124.,,Adapt to newer Java version,JDK1.5.0 does not allow the enum keyword to be used as an identifier ,Fix wrong implementation,Bug fix,,
