Year1;Year;Date; ;Version;RELEASE;Changes;By; ;Type;General;General Category;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add org.apache.commons.io.file.PathUtils.deleteDirectory(Path, FileVisitOption...). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add NullAppendable. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;CharSequenceReader.skip should return 0 instead of EOF on stream end #123. Thanks to Rob Spoor, Jochen Wiedmann.;ggregory;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Implement CharSequenceReader.ready() #122. Thanks to Rob Spoor.;ggregory;;Override method;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;"Fix code smells; fix typos #115. Fixes IO-669. Thanks to XenoAmess, Gary Gregory.";ggregory;;Fix typo;Stylistic improvement;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;-;;;Fix code smells;Stylistic improvement;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add caching for required charsets #120. Thanks to Jerome Wolff, Gary Gregory.;ggregory;;Add caching;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Make some simplifications #121. Fixes IO-673. Thanks to Jerome Wolff.;ggregory;;Redundant assignment of local variables removed;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;-;;;Simplify lambda expression;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;InfiniteCircularInputStream is not infinite if its input buffer contains -1. Fixes IO-674. Thanks to Gary Gregory.;ggregory;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;InfiniteCircularInputStream throws a divide-by-zero exception when reading if its input buffer is size 0. Fixes IO-675. Thanks to Gary Gregory.;ggregory;;ArithmeticException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;FileSystem.getCurrent() does not return the correct enum. Fixes IO-677. Thanks to Gary Gregory.;ggregory;;;Fix returning wrong output;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;input.AbstractCharacterFilterReader passes count of chars read #132. Fixes IO-679. Thanks to proneel.;ggregory;;;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add PathUtils.getAclEntryList(Path). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Null-guard IOUtils.close(Closeable, IOConsumer). Thanks to Gary Gregory.;ggregory;;Null-safe;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add ReversedLinesFileReader.readLines(int). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add ReversedLinesFileReader.toString(int). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add PathUtils.delete(Path, DeleteOption...). Add PathUtils.deleteDirectory(Path, DeleteOption...). Add PathUtils.deleteFile(Path, DeleteOption...). Add PathUtils.setReadOnly(Path, boolean, LinkOption...). Add CleaningPathVisitor.CleaningPathVisitor(PathCounters, DeleteOption[], String...). Add DeletingPathVisitor.DeletingPathVisitor(PathCounters, DeleteOption[], String...). Fixes IO-684. Thanks to Gary Gregory, Robin Jansohn.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;CircularBufferInputStream.read() fails to convert byte to unsigned int. Fixes IO-683.;sebb;;fails to convert byte to unsigned int;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Fix SpotBugs issues in org.apache.commons.io.FileUtils. Thanks to Gary Gregory.;ggregory;;Found by external tool;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add RandomAccessFileInputStream. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;IOUtils.close(Closeable) should allow a list of closeables. Fixes IO-681.;sebb;;Adapt to old behaviour;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Copying a File sets last modified date to 01 January 1970. Fixes IO-672.;sebb;;;Fix regression;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add IOUtils.consume(InputStream). Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add isFileNewer() and isFileOlder() methods that support the Java 8 Date/Time API. #124. Fixes IO-676. Thanks to Isira Seneviratne, Gary Gregory.;ggregory;;Adapt to newer Java version;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Prevent NullPointerException in ReversedLinesFileReader constructors #117. Fixes IO-676. Thanks to Michael Ernst, Gary Gregory.;ggregory;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Add a MarkShieldInputStream #119. Thanks to Adam Retter, Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Deprecate IOUtils.LINE_SEPARATOR in favor of Java 7's System.lineSeparator(). Thanks to Gary Gregory.;ggregory;Adapt to newer Java version;Deprecate IOUtils.LINE_SEPARATOR in favor of Java 7's System.lineSeparator().;Deprecate constant;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Replace FindBugs with SpotBugs. Thanks to Gary Gregory.;ggregory;;SpotBugs;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;-;;;FindBugs;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;maven-checkstyle-plugin 3.1.0 -> 3.1.1. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update tests from org.apache.commons:commons-lang3 3.10 to 3.11. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update commons-parent from 50 to 51 #129. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update actions/checkout from v1 to v2.3.1 #126. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update junit-pioneer from 0.6.0 to 0.9.0, #127, #135, #138. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update mockito-core from 3.3.3 to 3.5.9 #128, #133, #145, #149, #151. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update spotbugs from 4.0.6 to 4.6.0 #134, #332. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update actions/checkout from v2.3.1 to v2.3.2 #140. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update actions/setup-java from v1.4.0 to v1.4.2 #141, #148. Thanks to Dependabot.;ggregory;;Result from adding Dependabot;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;05.09.2020;2,8;2.8.0;MINOR;Update com.github.siom79.japicmp:japicmp-maven-plugin 0.14.3 -> 0.14.4. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;;;;;;;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Some tests fail if the base path contains a space. Fixes IO-589.;sebb;;Some tests fail if the base path contains a space;Fix failing tests;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Adding the CircularBufferInputStream, and the PeekableInputStream.;jochen;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Make methods in ObservableInputStream.Observer public. Fixes IO-582. Thanks to Bruno Palos.;jochen;;Make methods public;Fix conformance to specification;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Thread bug in FileAlterationMonitor#stop(int). Fixes IO-535. Thanks to Svetlin Zarev, Anthony Raymond.;pschumacher;;;Fix thread-safe issue;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add org.apache.commons.io.FilenameUtils.isIllegalWindowsFileName(char). Fixes IO-553.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Perform locale independent upper case conversions. Fixes IO-557. Thanks to luccioman.;pschumacher;;UnsupportedEncodingException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Missing Javadoc in FilenameUtils causing Travis-CI build to fail. Fixes IO-570. Thanks to Pranet Verma.;ggregory;;Add JavaDoc;Fix failing build;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Remove redundant isDirectory() check in org.apache.commons.io.FileUtils.listFilesAndDirs(File, IOFileFilter, IOFileFilter). Fixes IO-571. Thanks to pranet.;ggregory;;Remove redundant method call;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Refactor duplicate code in org.apache.commons.io.FileUtils. Fixes IO-572. Thanks to Pranet Verma.;ggregory;;Remove duplicate code;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add readers to filter out given characters: CharacterSetFilterReader and CharacterFilterReader. Fixes IO-577. Thanks to Gary Gregory.;ggregory;;;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;FilenameUtils.normalize now verifies hostname syntax in UNC path. Fixes IO-559.;;;Verify hostname syntax in UNC path;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Update org.apache.commons.io.FilenameUtils.isExtension(String, String[]) to use var args. Fixes IO-580.;ggregory;;Add support for varargs;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;FileUtils.copyToFile(InputStream source, File destination) should not close input stream. Fixes IO-554. Thanks to Michele Mariotti.;ggregory;;Do not close input stream;Fix conformance to specification;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add IOUtils copy methods with java.lang.Appendable as the target. Fixes IO-594. Thanks to Gary Gregory.;ggregory;;Add IOUtils copy() methods;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;FileUtils.doCopyFile(File, File, boolean) can throw ClosedByInterruptException. Fixes IO-604. Thanks to Gary Gregory.;ggregory;;ClosedByInterruptException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add class CanExecuteFileFilter. Fixes IO-605. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Make array declaration in ThresholdingOutputStream consistent with other array declarations in the library #77. Fixes IO-701. Thanks to Raymond Tan.;ggregory;;FileSystemException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Support java.nio.Path and non-default file systems for ReversedLinesFileReader (#62). Fixes IO-578. Thanks to Mark Chesney.;ggregory;;Adapt to newer Java version;Fix wrong implementation;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add a convenience NullPrintStream. Fixes IO-608. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Update from Java 7 to Java 8. Fixes IO-607. Thanks to Gary Gregory.;ggregory;;;Align with with external Java evolution;Code redesign;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Remove throws IOException in method isSymlink() #80. Fixes IO-610. Thanks to Sebastian.;ggregory;;Remove excpetion from method signature;Code simplification;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add class TeeReader. Fixes IO-612. Thanks to Rob Spoor, Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add classes ClosedReader and CloseShieldReader. #84. Fixes IO-613. Thanks to Rob Spoor, Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add classes TaggedWriter, ClosedWriter and BrokenWriter. #86. Fixes IO-614. Thanks to Rob Spoor.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add classes TeeWriter, FilterCollectionWriter, ProxyCollectionWriter, IOExceptionList, IOIndexedException. Fixes IO-615. Thanks to Gary Gregory, Rob Spoor.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add class AppendableWriter. #87. Fixes IO-616. Thanks to Rob Spoor.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add class CloseShieldWriter. #83. Fixes IO-617. Thanks to Rob Spoor, Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add classes Added TaggedReader, ClosedReader and BrokenReader. #85. Fixes IO-618. Thanks to Rob Spoor.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Support sub sequences in CharSequenceReader. #91. Fixes IO-619. Thanks to Rob Spoor.;ggregory;;Support sub sequences;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Corrected misleading exception message for FileUtils.copyDirectoryToDirectory. Fixes IO-625. Thanks to Mikko Maunu.;ggregory;;Fix exception message;Fix conformance to specification;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;A mistake in the FilenameUtils.concat()'s Javadoc about an absolute path. Fixes IO-626. Thanks to Yuji Konishi.;ggregory;;Fix JavaDoc;Fix documentation;Documentation;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Migration to JUnit Jupiter #97. Fixes IO-628. Thanks to Allon Mureinik.;ggregory;;Migration Commons-IO to JUnit Jupiter;Add functionality;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Deprecate org.apache.commons.io.output.NullOutputStream.NullOutputStream() in favor of org.apache.commons.io.output.NullOutputStream.NULL_OUTPUT_STREAM. Fixes IO-630. Thanks to Gary Gregory.;ggregory;;;Deprecate method;Deprecate functionality;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add a CountingFileVisitor (as the basis for a forthcoming DeletingFileVisitor). Fixes IO-631. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add PathUtils for operations on NIO Path. Fixes IO-632. Thanks to Gary Gregory.;ggregory;;NIO;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add DeletingFileVisitor. Fixes IO-633. Thanks to Gary Gregory.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;FileUtils#forceDelete should use Files#delete rather than File#delete so exception messages includes reason for failure. Fixes IO-629. Thanks to Ian Springer, Ian Springer, Gary Gregory.;ggregory;;so exception messages includes reason for failure;Code refactoring;Maintainability improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Make getCause synchronized and use a Deque instead of a Stack #64. Fixes IO-634. Thanks to Václav Haisman, Bruno P. Kinoshita, Gary Gregory.;ggregory;;Make getCause synchronized;Change implementation;Code redesign;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;-;;;use a Deque instead of a Stack;Code refinement;Performance improvement;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add org.apache.commons.io.IOUtils.close(Closeable). Fixes IO-635. Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add and reuse org.apache.commons.io.IOUtils.closeQuitely(Closeable, Consumer<IOException>). Add and reuse org.apache.commons.io.IOUtils.close(Closeable, IOConsumer<IOException>). Fixes IO-636. Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;NPE in org.apache.commons.io.IOUtils.contentEquals(InputStream, InputStream) when only one input is null. Fixes IO-640. Thanks to Gary Gregory.;ggregory;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;NPE in org.apache.commons.io.IOUtils.contentEquals(Reader, Reader) when only one input is null. Fixes IO-641. Thanks to Gary Gregory.;ggregory;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;NPE in org.apache.commons.io.IOUtils.contentEqualsIgnoreEOL(Reader, Reader) when only one input is null. Fixes IO-643. Thanks to Gary Gregory.;ggregory;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;NPE in org.apache.commons.io.FileUtils.contentEqualsIgnoreEOL(File, File) when only one input is null. Fixes IO-644. Thanks to Gary Gregory.;ggregory;;NullPointerException;Handle exception;Bug fix;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add org.apache.commons.io.file.PathUtils.fileContentEquals(Path, Path, OpenOption...). Fixes IO-645. Thanks to Gary Gregory.;ggregory;;;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Add a SequenceReader similar to java.io.SequenceInputStream. Fixes IO-458. Thanks to Gary Gregory, Joshua Gitlin.;ggregory;;;Add class;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Implement directory content equality. 100#. Fixes IO-648. Thanks to Gary Gregory.;ggregory;;Implement directory content equality;Add method;Add support for a new feature;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Update tests from Apache Commons Lang 3.9 to 3.10. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Update tests org.junit-pioneer:junit-pioneer 0.3.0 -> 0.6.0. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
+15 years;2020;24.05.2020;2,7;2.7.0;MINOR;Update tests org.junit.jupiter:junit-jupiter 5.5.2 -> 5.6.2. Thanks to Gary Gregory.;ggregory;;;Bump version numbers;Update dependency;;;;;;;;;;;;;;;;;;;
